"","city","city_ibge_code","date","epidemiological_week","estimated_population_2019","is_last","is_repeated","last_available_confirmed","last_available_confirmed_per_100k_inhabitants","last_available_date","last_available_death_rate","last_available_deaths","order_for_place","place_type","state","new_confirmed","new_deaths","tempo"
"1","São Paulo",3550308,2020-02-25,9,12252023,"False","False",1,0.00816,"2020-02-25",0,0,1,"city","SP",1,0,0
"2","São Paulo",3550308,2020-02-26,9,12252023,"False","False",1,0.00816,"2020-02-26",0,0,2,"city","SP",0,0,1
"3","São Paulo",3550308,2020-02-27,9,12252023,"False","False",1,0.00816,"2020-02-27",0,0,3,"city","SP",0,0,2
"4","São Paulo",3550308,2020-02-28,9,12252023,"False","False",2,0.01632,"2020-02-28",0,0,4,"city","SP",1,0,3
"5","São Paulo",3550308,2020-02-29,9,12252023,"False","False",2,0.01632,"2020-02-29",0,0,5,"city","SP",0,0,4
"6","São Paulo",3550308,2020-03-01,10,12252023,"False","False",2,0.01632,"2020-03-01",0,0,6,"city","SP",0,0,5
"7","São Paulo",3550308,2020-03-02,10,12252023,"False","False",2,0.01632,"2020-03-02",0,0,7,"city","SP",0,0,6
"8","São Paulo",3550308,2020-03-03,10,12252023,"False","False",2,0.01632,"2020-03-03",0,0,8,"city","SP",0,0,7
"9","São Paulo",3550308,2020-03-04,10,12252023,"False","False",3,0.02449,"2020-03-04",0,0,9,"city","SP",1,0,8
"10","São Paulo",3550308,2020-03-05,10,12252023,"False","False",6,0.04897,"2020-03-05",0,0,10,"city","SP",3,0,9
"11","São Paulo",3550308,2020-03-06,10,12252023,"False","True",6,0.04897,"2020-03-05",0,0,11,"city","SP",0,0,10
"12","São Paulo",3550308,2020-03-07,10,12252023,"False","False",12,0.09794,"2020-03-07",0,0,12,"city","SP",6,0,11
"13","São Paulo",3550308,2020-03-08,11,12252023,"False","False",15,0.12243,"2020-03-08",0,0,13,"city","SP",3,0,12
"14","São Paulo",3550308,2020-03-09,11,12252023,"False","False",15,0.12243,"2020-03-09",0,0,14,"city","SP",0,0,13
